,title,author,publisher,journal,date,translate_title,Abstract,,,
1789,고고학자료로 본 斯盧國 六村,李賢惠,한국고대사학회,한국고대사연구,2008,고고학자료로 본 사로국 육촌,,,,
1790,고고학 자료의 역사학적 해석에 대한 비판적 고찰,김종일,한국고대사학회,한국고대사연구,2008,고고학 자료의 역사학적 해석에 대한 비판적 고찰,,,,
1791,선사·고대 유적 출토 홍어류 고찰,김건수,국립목포대학교 도서문화연구원,도서문화,2008,선사·고대 유적 출토 홍어류 고찰,,,,
1792,한국 고대사회의 다문화 유형과 문화현상 : 신라사회를 중심으로,전영준,중앙대학교 문화콘텐츠기술연구원,중앙대학교 문화콘텐츠기술연구원 학술대회,2008,한국 고대사회의 다문화 유형과 문화현상 : 신라사회를 중심으로,,,,
1793,월성 이남의 신라왕경 확장,황보은숙,경주사학회,경주사학,2008,월성 이남의 신라왕경 확장,,,,
1794,한국 상고사 연구의 경향과 성과 : 최근 선사고고학 성과와 관련하여,하문식,고조선단군학회,고조선단군학,2008,한국 상고사 연구의 경향과 성과 : 최근 선사고고학 성과와 관련하여,,,,
1795,統一新羅武珍都督城의 位置와 規模,林永珍,역사문화학회,지방사와 지방문화,2008,통일신라무진도독성의 위치와 규모,,,,
1796,영산강유역 고대사회의 실체 : 해석의 관점에 대한 논의,최성락,역사문화학회,지방사와 지방문화,2008,영산강유역 고대사회의 실체 : 해석의 관점에 대한 논의,,,,
1797,한국선사고고학의 새로운 지평 모색을 위한 성찰,金權九,역사학회,역사학보,2008,한국선사고고학의 새로운 지평 모색을 위한 성찰,,,,
1798,고고학과 문헌사 연구를 접목한 신라 정치고고학의 새로운 지평,홍보식,한국고대사학회,한국고대사연구,2008,고고학과 문헌사 연구를 접목한 신라 정치고고학의 새로운 지평,,,,
1799,역사고고학 연구의 동향,權五榮,역사학회,역사학보,2008,역사고고학 연구의 동향,,,,
1800,이란 카스피해지역의 동서 문화교류의 고고학적 연구,김성일,역사실학회,역사와실학,2008,이란 카스피해지역의 동서 문화교류의 고고학적 연구,,,,
1801,기원전 2000년경 해수면 상승에 대한 고고학적 검토 : 남해안지역을 중심으로,이동주,동북아시아문화학회,동북아 문화연구,2008,기원전 2000년경 해수면 상승에 대한 고고학적 검토 : 남해안지역을 중심으로,,,,
1802,북한의 발해유적과 성격,한규철,부산경남사학회,역사와경계,2008,북한의 발해유적과 성격,,,,
1803,고고학을 통해서 본 발해 건축문화의 정체성,이병건,고구려발해학회,고구려연구회 학술총서,2008,고고학을 통해서 본 발해 건축문화의 정체성,,,,
1804,신석기시대 여서도패총유적 자갈돌석기의 고고학적 의미 연구,"이헌종, 김건수",국립목포대학교 도서문화연구원,도서문화,2008,신석기시대 여서도패총유적 자갈돌석기의 고고학적 의미 연구,,,,
1805,月城垓子 149號 木簡에 나타나는 更讀에 대하여 : 薜聰 當代의 吏讀 資料를 중심으로,鄭在永,한국목간학회,목간과문자,2008,월성해자 149호 목간에 나타나는 경독에 대하여 : 벽총 당대의 이독 자료를 중심으로,,,,
1806,紀元前 2000年前後 海水面 上昇에 대한 考古學的 檢討,이동주,동북아시아문화학회,동북아시아문화학회 국제학술대회 발표자료집,2008,기원전 2000년전후 해수면 상승에 대한 고고학적 검토,,,,
1807,북한의 고구려 유적 연구 현황 및 성과,백종오,한국학중앙연구원,한국학(구 정신문화연구),2008,북한의 고구려 유적 연구 현황 및 성과,,,,
1808,6~7세기 신라의 북한강 중상류지역 진출 양상,심재연,동국대학교 신라문화연구소,신라문화,2008,6~7세기 신라의 북한강 중상류지역 진출 양상,,,,
1809,"한국고고학 선,원사 시대구분 재론",최성락,한국고고학회,한국고고학보,2008,"한국고고학 선,원사 시대구분 재론",,,,
1810,유해발굴의 현황과 문제점 그리고 의미에 대한 고고학적 고찰,안신원,중부고고학회,고고학,2008,유해발굴의 현황과 문제점 그리고 의미에 대한 고고학적 고찰,,,,
1811,고고학적 범주화의 철학적 탐구,김종일,중부고고학회,고고학,2008,고고학적 범주화의 철학적 탐구,,,,
1812,신라 왕경의 인구수에 관한 역사 및 고고학적 고찰,강봉원,대구사학회,대구사학,2008,신라 왕경의 인구수에 관한 역사 및 고고학적 고찰,,,,
1813,한국 고고학연 구에 있어서 표본조사 방법의 중요성,강봉원,영남고고학회,영남고고학,2008,한국 고고학연 구에 있어서 표본조사 방법의 중요성,,,,
1814,考古學을 통해 본 大伽倻史,박천수,경북대학교 퇴계연구소,영남학,2008,고고학을 통해 본 대가야사,,,,
1815,신석기시대 중서부지역 상대편년 형성과정 검토,임상택,중부고고학회,고고학,2008,신석기시대 중서부지역 상대편년 형성과정 검토,,,,
1816,중서부지방의 신석기시대 주거지에 대한 일 연구,이승윤,중부고고학회,고고학,2008,중서부지방의 신석기시대 주거지에 대한 일 연구,,,,
1817,호서지역의 고고환경,이홍종,호서고고학회,호서고고학,2008,호서지역의 고고환경,,,,
1818,4世紀新羅의 土城築造背景 -達城과 林堂土城의 例를 통하여-,장용석,영남고고학회,영남고고학,2008,4세기신라의 토성축조배경 -달성과 林당토성의 例를 통하여-,,,,
1819,선사·고대의 농구 조합과 생산력의 변화 -영남지역을 중심으로-,김도헌,영남고고학회,영남고고학,2008,선사·고대의 농구 조합과 생산력의 변화 -영남지역을 중심으로-,,,,
1820,4世紀新羅의 土城築造背景 -達城과 林堂土城의 例를 통하여-,장용석,영남고고학회,영남고고학,2008,4세기신라의 토성축조배경 -달성과 林당토성의 例를 통하여-,,,,
1821,낙동강 중류역 삼국시대 성곽의 변천과 방어체계,조효식,영남고고학회,영남고고학,2008,낙동강 중류역 삼국시대 성곽의 변천과 방어체계,,,,
1822,5∼6세기 유공광구호의 변천과 분포,이유진,영남고고학회,영남고고학,2008,5∼6세기 유공광구호의 변천과 분포,,,,
1823,경남 남해안지역 영ㆍ진ㆍ보성에 대한 검토,이일갑,영남고고학회,영남고고학,2008,경남 남해안지역 영ㆍ진ㆍ보성에 대한 검토,,,,
1824,영남지역 삼국시대 성곽의 지역별 특징,조효식,영남고고학회,영남고고학,2008,영남지역 삼국시대 성곽의 지역별 특징,,,,
1825,호서지방 전기 무문토기 문양의 변천과정 연구,김현식,영남고고학회,영남고고학,2008,호서지방 전기 무문토기 문양의 변천과정 연구,,,,
1826,'瓦質土器 樂浪影響說'의 검토,정인성,영남고고학회,영남고고학,2008,'와질토기 樂랑영향설'의 검토,,,,
1827,청동기시대 복원주거의 화재실험,"허의행, 오규진",영남고고학회,영남고고학,2008,청동기시대 복원주거의 화재실험,,,,
1828,新石器時代 大韓海峽 兩岸地域 交流에 대한 再檢討,임상택,영남고고학회,영남고고학,2008,신석기시대 대한해협 兩안지역 교류에 대한 재검토,,,,
1829,食事樣式으로 본 漢文化 受容 -日本列島를 中心으로-,"長友 朋子, 譯 山本孝文",영남고고학회,영남고고학,2008,식사양식으로 본 한문화 수용 -일본列도를 중심으로-,,,,
1830,전 동명왕릉과 진파리고분군의 성격검토,강현숙,호서고고학회,호서고고학,2008,전 동명왕릉과 진파리고분군의 성격검토,,,,
1831,조선시대 움집에 설치된 온돌의 조사법 일사례,이경복,호서고고학회,호서고고학,2008,조선시대 움집에 설치된 온돌의 조사법 일사례,,,,
1832,宋山里6號墳 銘文塼 판독에 대한 管見,조윤재,호서고고학회,호서고고학,2008,송산리6호분 명문전 판독에 대한 관견,,,,
1833,충북 영동 성산 배씨 문중 목관의 연륜연대 분석,"박원규, 김문성",호서고고학회,호서고고학,2008,충북 영동 성산 배씨 문중 목관의 연륜연대 분석,,,,
1834,중한고대 축성방법 비교연구,신희권,호서고고학회,호서고고학,2008,중한고대 축성방법 비교연구,,,,
1835,문물로 본 가야와 백제의 교섭과 교역,홍보식,호서고고학회,호서고고학,2008,문물로 본 가야와 백제의 교섭과 교역,,,,
1836,신석기시대 대천리식 집자리의 재검토,구자진,호서고고학회,호서고고학,2008,신석기시대 대천리식 집자리의 재검토,,,,
1837,백제 평저호류의분포와 변천,박지은,호서고고학회,호서고고학,2008,백제 평저호류의분포와 변천,,,,
1838,원삼국시대의 생산과 유통 -호서지역과 일본 近畿지역의 비교연구試論-,나카토모 도모코,호서고고학회,호서고고학,2008,원삼국시대의 생산과 유통 -호서지역과 일본 근기지역의 비교연구시론-,,,,
1839,분묘 출토유물의 성격,김옥순,한국상고사학회,한국상고사학보,2008,분묘 출토유물의 성격,,,,
1840,단일입자재현법을 활용한 고고유물의 진위판별 연구,"김명진, 윤민영, 홍덕균",한국문화재보존과학회,보존과학회지,2008,단일입자재현법을 활용한 고고유물의 진위판별 연구,,,,
1841,아산 명암리 출토 인골의 고유전학적 연구,"지상현, 김윤지, 정용재 외 2명",한국문화재보존과학회,보존과학회지,2008,아산 명암리 출토 인골의 고유전학적 연구,,,,
1842,한반도 출토 漢代 화폐와 그 의미- 古朝鮮 멸망이후 삼한지역 교역체계의 변동과 관련하여-,박선미,한국고대학회,선사와 고대,2008,한반도 출토 한대 화폐와 그 의미- 고조선 멸망이후 삼한지역 교역체계의 변동과 관련하여-,,,,
1843,무문토기시대 조기설정론 재고,김장석,한국고고학회,한국고고학보,2008,무문토기시대 조기설정론 재고,,,,
1844,방직고고,안보연,국립문화재연구소,문화재,2008,방직고고,,,,
1845,日帝强占期 咸鏡北道 先史時代유적의 조사와 인식,강인욱,한국상고사학회,한국상고사학보,2008,일제강점기 함경북도 선사시대유적의 조사와 인식,,,,
1846,분묘 유적지 출토 인골에 대한 고고유전학 연구,"지상현, 정용재, 서민석",국립문화재연구소,문화재,2008,분묘 유적지 출토 인골에 대한 고고유전학 연구,,,,
1847,여서도패총 출토 분석에 관한 연구,"안덕임, 서민, 김건수",한국상고사학회,한국상고사학보,2008,여서도패총 출토 분석에 관한 연구,,,,
1848,선사시대의 극동전신상 토우와 환동해문화권,김재윤,한국상고사학회,한국상고사학보,2008,선사시대의 극동전신상 토우와 환동해문화권,,,,
1849,類型과 種族性(ethnicity)에 관한 비판적 검토 –청동기시대 전기 諸무문토기유형과 관련하여–,김민철,한국상고사학회,한국상고사학보,2008,유형과 종족성(ethnicity)에 관한 비판적 검토 –청동기시대 전기 제무문토기유형과 관련하여–,,,,
1850,신라 석축 산성의 성립과 특징,차용걸,동아대학교 석당학술원,석당논총,2008,신라 석축 산성의 성립과 특징,,,,
1851,中國 古代 帝陵과 三國時代 大形古墳비교 검토,신용민,동아대학교 석당학술원,석당논총,2008,중국 고대 제릉과 삼국시대 대형고분비교 검토,,,,
1852,新石器時代 南部地方 文物交流 樣相- 生業을 中心으로 -,최종혁,동아대학교 석당학술원,석당논총,2008,신석기시대 남부지방 문물교류 양상- 생업을 중심으로 -,,,,
1853,가야지역 고분자료와 묘제의 지역성 고찰,김세기,경북대학교 영남문화연구원,영남학,2008,가야지역 고분자료와 묘제의 지역성 고찰,,,,
1854,고구려 적석총 단계의 祭儀 양상,정호섭,한국고대학회,선사와 고대,2008,고구려 적석총 단계의 제의 양상,,,,
1855,동북공정 이후 중국 연구서에 보이는 고구려· 발해 인식,최광식,한국고대학회,선사와 고대,2008,동북공정 이후 중국 연구서에 보이는 고구려· 발해 인식,,,,
1856,百濟始祖仇台廟와 陵山里寺址 -`仇台廟에서 廟寺로-,김길식,한국고고학회,한국고고학보,2008,백제시조구태묘와 능산리사지 -`구태묘에서 묘사로-,,,,
1857,경남 서부지역 삼국시대 수혈건물지의 구들연구,공봉석,한국고고학회,한국고고학보,2008,경남 서부지역 삼국시대 수혈건물지의 구들연구,,,,
1858,『한반도 중서부지역 빗살무늬토기문화 변동과정 연구』,안승모,한국고고학회,한국고고학보,2008,『한반도 중서부지역 빗살무늬토기문화 변동과정 연구』,,,,
1859,종장판갑의 제작공정과 기술변화 연구,송정식,한국고고학회,한국고고학보,2008,종장판갑의 제작공정과 기술변화 연구,,,,
1860,송국리단계 저장시설의 사회경제적 의미,김장석,한국고고학회,한국고고학보,2008,송국리단계 저장시설의 사회경제적 의미,,,,
1861,圓底短頸壺의 生産 技術革新에 따른 生産體系의 再編,이성주,한국고고학회,한국고고학보,2008,원저단경호의 생산 기술혁신에 따른 생산체계의 재편,,,,
1862,탄화 밀을 이용한 작물 생산성의 이해 전남지역 마한계 유적을 중심으로,김민구,한국고고학회,한국고고학보,2008,탄화 밀을 이용한 작물 생산성의 이해 전남지역 마한계 유적을 중심으로,,,,
1863,한국의 후기 구석기시대 자연환경,한창균,한국고고학회,한국고고학보,2008,한국의 후기 구석기시대 자연환경,,,,
1864,백제토기 연구의 새로운 지표를 열었다,츠치다준코,한국고고학회,한국고고학보,2008,백제토기 연구의 새로운 지표를 열었다,,,,
1865,한반도 중서부지역의 馬韓 墳丘墓,이택구,한국고고학회,한국고고학보,2008,한반도 중서부지역의 마한 분구묘,,,,
1866,경산 임당 유적 고총군 피장자 집단의 성격 연구 출토 인골의 미토콘드리아 DNA 분석을 중심으로,"이준정, 하대룡, 박순영 외 5명",한국고고학회,한국고고학보,2008,경산 임당 유적 고총군 피장자 집단의 성격 연구 출토 인골의 미토콘드리아 DNA 분석을 중심으로,,,,
1867,靑銅器時代와 初期鐵器時代의 編年과 年代,中村大介,한국고고학회,한국고고학보,2008,청동기시대와 초기철기시대의 편년과 연대,,,,
1868,全南東部地域의 馬韓小國 形成,이동희,호남고고학회,호남고고학보,2008,전남동부지역의 마한소국 형성,,,,
1869,榮山江流域 初期橫穴式石室의 登場과 意味,김낙중,호남고고학회,호남고고학보,2008,영산강流역 초기횡혈식석실의 등장과 의미,,,,
1870,미량원소를 이용한 십이동파도 해저출토 고려청자의 생산지 연구,"한민수, 고경신",호남고고학회,호남고고학보,2008,미량원소를 이용한 십이동파도 해저출토 고려청자의 생산지 연구,,,,
1871,韓半島 靑銅器時代의 作物組成-種子遺體를 中心으로-,안승모,호남고고학회,호남고고학보,2008,한반도 청동기시대의 작물조성-종자유체를 중심으로-,,,,
1872,湖南地域 甕棺墓의 變遷,오동선,호남고고학회,호남고고학보,2008,호남지역 옹관묘의 변천,,,,
1873,全南 東部地域 1~5世紀 住居址의 變遷樣相,박미라,호남고고학회,호남고고학보,2008,전남 동부지역 1~5세기 주거지의 변천양상,,,,
1874,耽津江流域圈 支石墓의 形式과 變遷,조진선,호남고고학회,호남고고학보,2008,탐진강流역권 지석묘의 형식과 변천,,,,
1875,장흥 신북유적의 연대에 대하여- 방사성탄소연대에 근거한 편년 -,"이기길, 김명진",호남고고학회,호남고고학보,2008,장흥 신북유적의 연대에 대하여- 방사성탄소연대에 근거한 편년 -,,,,
1876,호남지방 3~6세기 토기가마의 변화양상,이지영,호남고고학회,호남고고학보,2008,호남지방 3~6세기 토기가마의 변화양상,,,,
1877,刀劍을 통해 본 湖南地方 古墳社會의 特徵,김영희,호남고고학회,호남고고학보,2008,도검을 통해 본 호남지방 고분사회의 특징,,,,
1878,영산강유역권 3~5세기 고분 출토유물의 변천 양상,서현주,호남고고학회,호남고고학보,2008,영산강유역권 3~5세기 고분 출토유물의 변천 양상,,,,
1879,2~4세기대 영산강유역 토기의 변천과 지역단위,윤온식,호남고고학회,호남고고학보,2008,2~4세기대 영산강유역 토기의 변천과 지역단위,,,,
1880,光州 新昌洞 出土 炭化米의 計測,조현종,호남고고학회,호남고고학보,2008,광주 신창동 출토 탄화미의 계측,,,,
1881,한국 고대 '村落'에 대한 고고학적 접근을 위한 몇 가지 提言 : 聚落ㆍ家口考古學的 관점에서 본 村落의 문제,金範哲,한국고대사학회,한국고대사연구,2007,한국 고대 '촌락'에 대한 고고학적 접근을 위한 몇 가지 제언 : 취락ㆍ가구고고학적 관점에서 본 촌락의 문제,,,,
1882,고고학을 통해서 본 발해 건축문화의 정체성,이병건,고구려발해학회,고구려발해연구,2007,고고학을 통해서 본 발해 건축문화의 정체성,,,,
1883,湖南地方 石柱式 支石墓의 構造的 性格에 대한 考察,兪泰勇,한국문화사학회,문화사학,2007,호남지방 석주식 지석묘의 구조적 성격에 대한 고찰,,,,
1884,墓制의 變遷으로 본 漢城期 百濟의 地方 編制 過程,朴淳發,한국고대사학회,한국고대사연구,2007,묘제의 변천으로 본 한성기 백제의 지방 편제 과정,,,,
1885,藤田亮策과 日帝强占期 韓國先史考古學의 硏究 : 東北韓과 間島地域을 中心으로,姜仁旭,동북아시아문화학회,동북아시아문화학회 국제학술대회 발표자료집,2007,등전량책과 일제강점기 한국선사고고학의 연구 : 동북한과 간도지역을 중심으로,,,,
1886,고고학에서 보는 중원문화 : 최근 충북지역의 고고학 연구성과와 관련하여,장호수,역사실학회,역사와실학,2007,고고학에서 보는 중원문화 : 최근 충북지역의 고고학 연구성과와 관련하여,,,,
1887,베릴륨-10을 이용한 새로운 고고학 연구,"김경자, 홍완, 박중헌 외 1명",역사실학회,역사와실학,2007,베릴륨-10을 이용한 새로운 고고학 연구,,,,
1888,동아시아 고고학에서 흉노의 의의,강인욱,동북아시아문화학회,동북아시아문화학회 국제학술대회 발표자료집,2007,동아시아 고고학에서 흉노의 의의,,,,
1889,高句麗 基源의 考古學的 考察,지병목,고구려발해학회,고구려발해연구,2007,고구려 기원의 고고학적 고찰,,,,
1890,先史에서 歷史로의 전환 : 原三國時代 개념의 문제,이청규,한국고대사학회,한국고대사연구,2007,선사에서 역사로의 전환 : 원삼국시대 개념의 문제,,,,
1891,춘천지역의 유적과 맥국,최복규,강원대학교 인문과학연구소,인문과학연구,2007,춘천지역의 유적과 맥국,,,,
1892,물리탐사를 이용한 고고학 유적 조사,"김정호, 류기정, Ahmed El Kotb El Emam",한국대학박물관협회,한국대학박물관협회 학술대회,2007,물리탐사를 이용한 고고학 유적 조사,,,,
1893,북한의 문화재 관리와 남북 교류,하문식,한국학중앙연구원,한국학(구 정신문화연구),2007,북한의 문화재 관리와 남북 교류,,,,
1894,新羅王京 所在 慶州 隍城洞 製鐵遺蹟의 性格,"김호상, 김권일",동국대학교 신라문화연구소,신라문화제학술발표논문집,2007,신라왕경 소재 경주 황성동 제철유적의 성격,,,,
1895,목간 발굴 30년 : 목간을 고고학한다는 것,이용현,한국목간학회,한국목간학회 학술대회,2007,목간 발굴 30년 : 목간을 고고학한다는 것,,,,
1896,제주 하모리 유적 응회질 모래층의 연대 설정과 그 고고학적 의미,"이헌종, 정철환, 김정빈 외 1명",한국상고사학회,한국상고사학보,2007,제주 하모리 유적 응회질 모래층의 연대 설정과 그 고고학적 의미,,,,
1897,"미국 선사시대 주민 이주의 고고학적 논증 사례-한국고고학에서의 이주론, 정복설에 대한 방법론적 성찰을 위한 소개-",이희준,영남고고학회,영남고고학,2007,"미국 선사시대 주민 이주의 고고학적 논증 사례-한국고고학에서의 이주론, 정복설에 대한 방법론적 성찰을 위한 소개-",,,,
1898,초기철기시대 납-바륨 유리에 관한 고찰 - 실험 고고학적 연구를 중심으로 -,조대연,한국고고학회,한국고고학보,2007,초기철기시대 납-바륨 유리에 관한 고찰 - 실험 고고학적 연구를 중심으로 -,,,,
1899,역사고고학연구의 새로운 지평 -法制考古學의 제창-,권오영,한국고고학회,한국고고학보,2007,역사고고학연구의 새로운 지평 -법제고고학의 제창-,,,,
1900,백제의 전남 동부 지역 진출의 고고학적 연구,이동희,한국고고학회,한국고고학보,2007,백제의 전남 동부 지역 진출의 고고학적 연구,,,,
1901,신라고고학연구,이희준,국립중앙도서관,국립중앙도서관 연계자료,2007,신라고고학연구,,,,
1902,山淸 松溪 朝鮮墓遺蹟 : 山淸松溪集團移住團地 造成敷地內 發掘調査 報告書,황외식 강동원 홍성우 조현정,국립중앙도서관,국립중앙도서관 연계자료,2007,산청 송계 조선묘유적 : 산청송계집단이주단지 조성부지내 발굴조사 보고서,,,,
1903,청동기시대 취락과 사회복합과정 연구에 대한 검토,김장석,호서고고학회,호서고고학,2007,청동기시대 취락과 사회복합과정 연구에 대한 검토,,,,
1904,製作技術로 본 夫餘의 와 韓半島 南部의 初期,早直人(이사하야 나오토),영남고고학회,영남고고학,2007,제작기술로 본 부여의 와 한반도 남부의 초기,,,,
1905,江陵 草堂洞古墳群의 造營集團에 대해서,최종래,영남고고학회,영남고고학,2007,강릉 초당동고분군의 조영집단에 대해서,,,,
1906,신라고분 출토 안교손잡이 시론,이현정,영남고고학회,영남고고학,2007,신라고분 출토 안교손잡이 시론,,,,
1907,東北型石刀에 대한 小考,배진성,영남고고학회,영남고고학,2007,동북형석도에 대한 소고,,,,
1908,印花文土器의 發生과 系譜에 대한 試論,山本孝文,영남고고학회,영남고고학,2007,인화문토기의 발생과 계보에 대한 시론,,,,
1909,蔚山에서 새로 찾은 新石器時代 遺蹟 Ⅱ,유병일,영남고고학회,영남고고학,2007,울산에서 새로 찾은 신석기시대 유적 Ⅱ,,,,
1910,豆滿江流域 無文土器의 實相,배진성,영남고고학회,영남고고학,2007,두만강流역 무문토기의 실상,,,,
1911,낙동강 상류지역 세장방형 석실묘를 통한 지역집단간 교류 연구,김옥순,영남고고학회,영남고고학,2007,낙동강 상류지역 세장방형 석실묘를 통한 지역집단간 교류 연구,,,,
1912,豆滿江流域 無文土器의 實相,배진성,영남고고학회,영남고고학,2007,두만강流역 무문토기의 실상,,,,
1913,6~7세기 경산지역 석실묘의 전개양상,김대욱,영남고고학회,영남고고학,2007,6~7세기 경산지역 석실묘의 전개양상,,,,
1914,蔚山에서 새로 찾은 新石器時代 遺蹟 Ⅱ,유병일,영남고고학회,영남고고학,2007,울산에서 새로 찾은 신석기시대 유적 Ⅱ,,,,
1915,동남부지역 청동기시대 후기의 편년 및 지역성,李秀鴻,영남고고학회,영남고고학,2007,동남부지역 청동기시대 후기의 편년 및 지역성,,,,
1916,풍납토성취사용기의 조리흔과 사용방법,정수옥,호서고고학회,호서고고학,2007,풍납토성취사용기의 조리흔과 사용방법,,,,
1917,百濟 泗羅城 築造에 대한 檢討,朴泰祐,호서고고학회,호서고고학,2007,백제 사羅성 축조에 대한 검토,,,,
1918,금산 백령산성의 구조와성격,최병화,호서고고학회,호서고고학,2007,금산 백령산성의 구조와성격,,,,
1919,송국리형취락의 공간배치,이홍종,호서고고학회,호서고고학,2007,송국리형취락의 공간배치,,,,
1920,포인트형 석기의 기능적 변화에 대한 이론적 고찰-후기구석기와 전환기를 중심으로-,이형우,호서고고학회,호서고고학,2007,포인트형 석기의 기능적 변화에 대한 이론적 고찰-후기구석기와 전환기를 중심으로-,,,,
1921,삼국시대 백탄요의 분류와 변천과정 연구,김경호,호서고고학회,호서고고학,2007,삼국시대 백탄요의 분류와 변천과정 연구,,,,
1922,호서지역 가락동유형의 취락구조와 성격,이형원,호서고고학회,호서고고학,2007,호서지역 가락동유형의 취락구조와 성격,,,,
1923,百濟의 環帶에 대하여,山本孝文,호서고고학회,호서고고학,2007,백제의 환대에 대하여,,,,
1924,慶州·蔚山地域의 三國時代 毁損土器 硏究,權龍大攀蔚山文化財硏究院硏究員,호서고고학회,호서고고학,2007,경주·울산지역의 삼국시대 훼손토기 연구,,,,
1925,호서지역 역삼동.흔암리유형 취락의 변천,허의행,호서고고학회,호서고고학,2007,호서지역 역삼동.흔암리유형 취락의 변천,,,,
1926,中國에서의 百濟學 硏究의 回顧와 展望,"周裕興, 丁利民",충남대학교 백제연구소,백제연구,2007,중국에서의 백제학 연구의 회고와 전망,,,,
1927,三國時期 都城史 硏究의 현황과 과제,여호규,한국외국어대학교 역사문화연구소,역사문화연구,2007,삼국시기 도성사 연구의 현황과 과제,,,,
1928,中國 初期 都市의 硏究-手工業工房의 出現과 發展을 中心으로-,박양진,충남대학교 백제연구소,백제연구,2007,중국 초기 도시의 연구-수공업공방의 출현과 발전을 중심으로-,,,,
1929,광주 효천유적 출토 청동기시대 석기의 재질특성과 원산지 추정,"박성미, 이찬희, 김지영 외 1명",한국문화재보존과학회,보존과학회지,2007,광주 효천유적 출토 청동기시대 석기의 재질특성과 원산지 추정,,,,
1930,頭蓋變形과 巫의 通天儀式,김인희,동아시아고대학회,동아시아고대학,2007,두개변형과 무의 통천의식,,,,
1931,「環濠都市」論을 통해본 日本 古代 都市의 萌芽,우재병,충남대학교 백제연구소,백제연구,2007,「환호도시」논을 통해본 일본 고대 도시의 맹아,,,,
1932,대전 흑석동 산성,"박순발, 최경환, 박길만",충남대학교 백제연구소,백제연구,2007,대전 흑석동 산성,,,,
1933,용유도 남북동유적 야외노지에 대한 잔존지방분석,"윤은영, 유혜선, 김규호",한국문화재보존과학회,보존과학회지,2007,용유도 남북동유적 야외노지에 대한 잔존지방분석,,,,
1934,분구묘의 인식에 대한 검토,최성락,한국고고학회,한국고고학보,2007,분구묘의 인식에 대한 검토,,,,
1935,삼국시대 호등의 출현과 전개,이상율,한국고고학회,한국고고학보,2007,삼국시대 호등의 출현과 전개,,,,
1936,신석기시대의 토기요 연구 - 김천 송죽리 토기요지를 중심으로 -,배성혁,한국고고학회,한국고고학보,2007,신석기시대의 토기요 연구 - 김천 송죽리 토기요지를 중심으로 -,,,,
1937,금강 유역 원삼국~삼국시대 취락의 전개과정 연구,김승옥,한국고고학회,한국고고학보,2007,금강 유역 원삼국~삼국시대 취락의 전개과정 연구,,,,
1938,수렵채집사회 거주 유적 출토 식물상의 통시적 변화와 변화 요인의 해석-일본 산나이마루야마 유적의 예,김민구,한국고고학회,한국고고학보,2007,수렵채집사회 거주 유적 출토 식물상의 통시적 변화와 변화 요인의 해석-일본 산나이마루야마 유적의 예,,,,
1939,두만강 유역 청동기시대 문화 의 변천 과정에 대하여 - 동북한 토기의 편년 및 주변 지역과의 비교를 중심으로 -,姜仁旭,한국고고학회,한국고고학보,2007,두만강 유역 청동기시대 문화 의 변천 과정에 대하여 - 동북한 토기의 편년 및 주변 지역과의 비교를 중심으로 -,,,,
1940,고인류학 연구의 최근 동향을 중심으로 본 인류의 진화,이상희,한국고고학회,한국고고학보,2007,고인류학 연구의 최근 동향을 중심으로 본 인류의 진화,,,,
1941,“계층 사회와 분지배자의 출현”을 넘어서,김종일,한국고고학회,한국고고학보,2007,“계층 사회와 분지배자의 출현”을 넘어서,,,,
1942,고구려 고분 출토 와당의 변천 연구,강현숙,한국고고학회,한국고고학보,2007,고구려 고분 출토 와당의 변천 연구,,,,
1943,사용흔 분석을 통한 석부의 기능 연구 - 중서부 지역 신석기시대~청동기시대 전기 석부를 중심으로 -,윤지연,한국고고학회,한국고고학보,2007,사용흔 분석을 통한 석부의 기능 연구 - 중서부 지역 신석기시대~청동기시대 전기 석부를 중심으로 -,,,,
1944,말흘리 유적 출토 수착직물의 특성과 유물의 재구성,박윤미,한국고고학회,한국고고학보,2007,말흘리 유적 출토 수착직물의 특성과 유물의 재구성,,,,
1945,漢城期 百濟 기와 제작기술의 展開樣相 - 풍납토성 경당지구 출토 기와를 중심으로 -,정치영,한국고고학회,한국고고학보,2007,한성기 백제 기와 제작기술의 전개양상 - 풍납토성 경당지구 출토 기와를 중심으로 -,,,,
1946,경주 영묘사지 녹유전의 녹유 특성,"조남철攀공주대학교문화재보존과학과, 허우영, 김호상 외 1명",호남고고학회,호남고고학보,2007,경주 영묘사지 녹유전의 녹유 특성,,,,
1947,한국 서남부와 일본 큐슈의 후기구석기문화 비교 연구,이기길,호남고고학회,호남고고학보,2007,한국 서남부와 일본 큐슈의 후기구석기문화 비교 연구,,,,
1948,완도(莞島) 법화사지(法華寺址) 동종(銅鐘)의 과학적 분석 및 산지연구,"강형태, 정광용, 조남철",호남고고학회,호남고고학보,2007,완도(완도) 법화사지(법화사지) 동종(동종)의 과학적 분석 및 산지연구,,,,
1949,鼓樂山城과 馬老山城 出土 馬具에 대하여,"成正鏞, 權度希, 諫早直人",호남고고학회,호남고고학보,2007,고樂산성과 마로산성 출토 마구에 대하여,,,,
1950,영산강유역 삼국시대 철기의 변화상,김상민,호남고고학회,호남고고학보,2007,영산강유역 삼국시대 철기의 변화상,,,,
